source	target	edge_type	source_node_type	target_node_type
pubchem.compound:12035	GO:0050877	induces	Compound	Biological Process
pubchem.compound:10607	GO:0008219	induces	Compound	Biological Process
pubchem.compound:2797	GO:0032880	induces	Compound	Biological Process
pubchem.compound:31703	GO:0051301	induces	Compound	Biological Process
pubchem.compound:55245	GO:0030154	induces	Compound	Biological Process
pubchem.compound:4030	GO:0007267	induces	Compound	Biological Process
pubchem.compound:3033	GO:0055085	induces	Compound	Biological Process
pubchem.compound:5405	GO:0050790	induces	Compound	Biological Process
pubchem.compound:5280453	GO:0007267	induces	Compound	Biological Process
pubchem.compound:444795	GO:0050877	induces	Compound	Biological Process
pubchem.compound:2265	GO:0040011	induces	Compound	Biological Process
pubchem.compound:5311067	GO:0048646	induces	Compound	Biological Process
pubchem.compound:1548887	GO:0030154	induces	Compound	Biological Process
pubchem.compound:5330286	GO:0008283	induces	Compound	Biological Process
pubchem.compound:5284373	GO:0007165	induces	Compound	Biological Process
pubchem.compound:5344	GO:0050790	induces	Compound	Biological Process
pubchem.compound:26987	GO:0043085	induces	Compound	Biological Process
pubchem.compound:6215	GO:0010951	induces	Compound	Biological Process
pubchem.compound:12035	GO:0006805	induces	Compound	Biological Process
pubchem.compound:4993	GO:0008283	induces	Compound	Biological Process
pubchem.compound:3547	GO:0048856	induces	Compound	Biological Process
pubchem.compound:2083	GO:0043085	induces	Compound	Biological Process
pubchem.compound:3117	GO:0050877	induces	Compound	Biological Process
pubchem.compound:5405	GO:0030705	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0022607	induces	Compound	Biological Process
pubchem.compound:3647	GO:0008219	induces	Compound	Biological Process
pubchem.compound:2471	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4485	GO:0006805	induces	Compound	Biological Process
pubchem.compound:2083	GO:0042592	induces	Compound	Biological Process
pubchem.compound:444795	GO:0051301	induces	Compound	Biological Process
pubchem.compound:456201	GO:0007267	induces	Compound	Biological Process
pubchem.compound:60854	GO:0005975	induces	Compound	Biological Process
pubchem.compound:37542	GO:0008283	induces	Compound	Biological Process
pubchem.compound:6167	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5531	GO:0055085	induces	Compound	Biological Process
pubchem.compound:5593	GO:0007267	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0021700	induces	Compound	Biological Process
pubchem.compound:5639	GO:0002376	induces	Compound	Biological Process
pubchem.compound:5639	GO:0048646	induces	Compound	Biological Process
pubchem.compound:2724385	GO:0005975	induces	Compound	Biological Process
pubchem.compound:5546	GO:0016192	induces	Compound	Biological Process
pubchem.compound:4114	GO:0007267	induces	Compound	Biological Process
pubchem.compound:2812	GO:0040011	induces	Compound	Biological Process
pubchem.compound:4158	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5917	GO:0007010	induces	Compound	Biological Process
pubchem.compound:6215	GO:0032880	induces	Compound	Biological Process
pubchem.compound:4197	GO:0016192	induces	Compound	Biological Process
pubchem.compound:6918638	GO:0008219	induces	Compound	Biological Process
pubchem.compound:3038	GO:0007165	induces	Compound	Biological Process
pubchem.compound:3671	GO:0050790	induces	Compound	Biological Process
pubchem.compound:4775	GO:0006629	induces	Compound	Biological Process
pubchem.compound:3117	GO:0016192	induces	Compound	Biological Process
pubchem.compound:2554	GO:0042592	induces	Compound	Biological Process
pubchem.compound:3108	GO:0009820	induces	Compound	Biological Process
pubchem.compound:44462760	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5743	GO:0048856	induces	Compound	Biological Process
pubchem.compound:16362	GO:0048856	induces	Compound	Biological Process
pubchem.compound:2082	GO:0008219	induces	Compound	Biological Process
pubchem.compound:444795	GO:0043085	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0030705	induces	Compound	Biological Process
pubchem.compound:5983	GO:0006259	induces	Compound	Biological Process
pubchem.compound:5280360	GO:0050877	induces	Compound	Biological Process
pubchem.compound:55245	GO:0007049	induces	Compound	Biological Process
pubchem.compound:5639	GO:0070989	induces	Compound	Biological Process
pubchem.compound:11625818	GO:0007010	induces	Compound	Biological Process
pubchem.compound:26987	GO:0042592	induces	Compound	Biological Process
