source	target	relation
PUBCHEM.COMPOUND:76972708	NCBIGENE:259289	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1027	1
PUBCHEM.COMPOUND:772	NCBIGENE:2064	1
PUBCHEM.COMPOUND:772	NCBIGENE:213	1
PUBCHEM.COMPOUND:772	NCBIGENE:2147	1
PUBCHEM.COMPOUND:772	NCBIGENE:2247	1
PUBCHEM.COMPOUND:772	NCBIGENE:2252	1
PUBCHEM.COMPOUND:772	NCBIGENE:2932	1
PUBCHEM.COMPOUND:772	NCBIGENE:3053	1
PUBCHEM.COMPOUND:772	NCBIGENE:3075	1
PUBCHEM.COMPOUND:772	NCBIGENE:3082	1
PUBCHEM.COMPOUND:772	NCBIGENE:3553	1
PUBCHEM.COMPOUND:772	NCBIGENE:3814	1
PUBCHEM.COMPOUND:772	NCBIGENE:4023	1
PUBCHEM.COMPOUND:772	NCBIGENE:462	1
PUBCHEM.COMPOUND:772	NCBIGENE:4846	1
PUBCHEM.COMPOUND:772	NCBIGENE:5196	1
PUBCHEM.COMPOUND:772	NCBIGENE:5327	1
PUBCHEM.COMPOUND:772	NCBIGENE:5328	1
PUBCHEM.COMPOUND:772	NCBIGENE:5340	1
PUBCHEM.COMPOUND:772	NCBIGENE:5587	1
PUBCHEM.COMPOUND:772	NCBIGENE:5617	1
PUBCHEM.COMPOUND:772	NCBIGENE:6422	1
PUBCHEM.COMPOUND:772	NCBIGENE:6649	1
PUBCHEM.COMPOUND:772	NCBIGENE:6997	1
PUBCHEM.COMPOUND:772	NCBIGENE:7054	1
PUBCHEM.COMPOUND:772	NCBIGENE:7099	1
PUBCHEM.COMPOUND:772	NCBIGENE:7448	1
PUBCHEM.COMPOUND:772	NCBIGENE:9429	1
PUBCHEM.COMPOUND:772	NCBIGENE:9622	1
PUBCHEM.COMPOUND:772	NCBIGENE:10067	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1164	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1448	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1452	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1457	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1670	-1
PUBCHEM.COMPOUND:772	NCBIGENE:183	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1906	-1
PUBCHEM.COMPOUND:772	NCBIGENE:1958	-1
PUBCHEM.COMPOUND:772	NCBIGENE:2064	-1
PUBCHEM.COMPOUND:772	NCBIGENE:2147	-1
PUBCHEM.COMPOUND:772	NCBIGENE:2159	-1
PUBCHEM.COMPOUND:772	NCBIGENE:2353	-1
PUBCHEM.COMPOUND:772	NCBIGENE:23621	-1
PUBCHEM.COMPOUND:772	NCBIGENE:250	-1
PUBCHEM.COMPOUND:772	NCBIGENE:251	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3082	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3339	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3371	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3486	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3558	-1
PUBCHEM.COMPOUND:772	NCBIGENE:3816	-1
PUBCHEM.COMPOUND:772	NCBIGENE:4313	-1
PUBCHEM.COMPOUND:772	NCBIGENE:462	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5054	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5196	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5327	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5428	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5473	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5531	-1
PUBCHEM.COMPOUND:772	NCBIGENE:566	-1
PUBCHEM.COMPOUND:772	NCBIGENE:5972	-1
PUBCHEM.COMPOUND:772	NCBIGENE:6280	-1
PUBCHEM.COMPOUND:772	NCBIGENE:6387	-1
PUBCHEM.COMPOUND:772	NCBIGENE:650	-1
PUBCHEM.COMPOUND:772	NCBIGENE:6793	-1
PUBCHEM.COMPOUND:772	NCBIGENE:7078	-1
PUBCHEM.COMPOUND:772	NCBIGENE:7124	-1
PUBCHEM.COMPOUND:772	NCBIGENE:7448	-1
PUBCHEM.COMPOUND:772	NCBIGENE:7852	-1
PUBCHEM.COMPOUND:772	NCBIGENE:836	-1
PUBCHEM.COMPOUND:772	NCBIGENE:9407	-1
PUBCHEM.COMPOUND:772	NCBIGENE:9475	-1
PUBCHEM.COMPOUND:772	NCBIGENE:9507	-1
PUBCHEM.COMPOUND:772	NCBIGENE:9508	-1
PUBCHEM.COMPOUND:772	NCBIGENE:9748	-1
PUBCHEM.COMPOUND:77319	NCBIGENE:9407	1
PUBCHEM.COMPOUND:774	NCBIGENE:11255	1
PUBCHEM.COMPOUND:774	NCBIGENE:1437	1
PUBCHEM.COMPOUND:774	NCBIGENE:1499	1
PUBCHEM.COMPOUND:774	NCBIGENE:1958	1
PUBCHEM.COMPOUND:774	NCBIGENE:213	1
PUBCHEM.COMPOUND:774	NCBIGENE:216	1
PUBCHEM.COMPOUND:774	NCBIGENE:2260	1
PUBCHEM.COMPOUND:774	NCBIGENE:2353	1
PUBCHEM.COMPOUND:774	NCBIGENE:2520	1
PUBCHEM.COMPOUND:774	NCBIGENE:2796	1
PUBCHEM.COMPOUND:774	NCBIGENE:3067	1
PUBCHEM.COMPOUND:774	NCBIGENE:3269	1
PUBCHEM.COMPOUND:774	NCBIGENE:3274	1
PUBCHEM.COMPOUND:774	NCBIGENE:3565	1
PUBCHEM.COMPOUND:774	NCBIGENE:3576	1
PUBCHEM.COMPOUND:774	NCBIGENE:3586	1
PUBCHEM.COMPOUND:774	NCBIGENE:3600	1
PUBCHEM.COMPOUND:774	NCBIGENE:3603	1
PUBCHEM.COMPOUND:774	NCBIGENE:4088	1
PUBCHEM.COMPOUND:774	NCBIGENE:4803	1
PUBCHEM.COMPOUND:774	NCBIGENE:4843	1
PUBCHEM.COMPOUND:774	NCBIGENE:4846	1
PUBCHEM.COMPOUND:774	NCBIGENE:4973	1
PUBCHEM.COMPOUND:774	NCBIGENE:5617	1
PUBCHEM.COMPOUND:774	NCBIGENE:5743	1
PUBCHEM.COMPOUND:774	NCBIGENE:59340	1
PUBCHEM.COMPOUND:774	NCBIGENE:5972	1
PUBCHEM.COMPOUND:774	NCBIGENE:6506	1
PUBCHEM.COMPOUND:774	NCBIGENE:6531	1
PUBCHEM.COMPOUND:774	NCBIGENE:6622	1
PUBCHEM.COMPOUND:774	NCBIGENE:6649	1
PUBCHEM.COMPOUND:774	NCBIGENE:6774	1
PUBCHEM.COMPOUND:774	NCBIGENE:7054	1
PUBCHEM.COMPOUND:774	NCBIGENE:7096	1
PUBCHEM.COMPOUND:774	NCBIGENE:7098	1
PUBCHEM.COMPOUND:774	NCBIGENE:7099	1
PUBCHEM.COMPOUND:774	NCBIGENE:7412	1
PUBCHEM.COMPOUND:774	NCBIGENE:7450	1
PUBCHEM.COMPOUND:774	NCBIGENE:7857	1
PUBCHEM.COMPOUND:774	NCBIGENE:81793	1
PUBCHEM.COMPOUND:774	NCBIGENE:8877	1
PUBCHEM.COMPOUND:774	NCBIGENE:9407	1
PUBCHEM.COMPOUND:774	NCBIGENE:942	1
PUBCHEM.COMPOUND:774	NCBIGENE:9451	1
PUBCHEM.COMPOUND:774	NCBIGENE:10316	1
PUBCHEM.COMPOUND:774	NCBIGENE:11255	1
PUBCHEM.COMPOUND:774	NCBIGENE:3269	1
PUBCHEM.COMPOUND:774	NCBIGENE:3274	1
PUBCHEM.COMPOUND:774	NCBIGENE:59340	1
PUBCHEM.COMPOUND:774	NCBIGENE:10516	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3363	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3383	-1
PUBCHEM.COMPOUND:774	NCBIGENE:338567	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3439	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3447	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3553	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3558	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3592	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3593	-1
PUBCHEM.COMPOUND:774	NCBIGENE:362	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3676	-1
PUBCHEM.COMPOUND:774	NCBIGENE:3757	-1
PUBCHEM.COMPOUND:774	NCBIGENE:6347	-1
PUBCHEM.COMPOUND:774	NCBIGENE:6750	-1
PUBCHEM.COMPOUND:774	NCBIGENE:7124	-1
PUBCHEM.COMPOUND:774	NCBIGENE:7200	-1
PUBCHEM.COMPOUND:774	NCBIGENE:79054	-1
PUBCHEM.COMPOUND:7741	NCBIGENE:3274	1
PUBCHEM.COMPOUND:7741	NCBIGENE:3274	1
PUBCHEM.COMPOUND:7741	NCBIGENE:3274	-1
PUBCHEM.COMPOUND:77547	NCBIGENE:6347	1
PUBCHEM.COMPOUND:77590	NCBIGENE:3357	-1
PUBCHEM.COMPOUND:77590	NCBIGENE:3358	-1
PUBCHEM.COMPOUND:776123	NCBIGENE:354	-1
PUBCHEM.COMPOUND:77643	NCBIGENE:2936	1
PUBCHEM.COMPOUND:778	NCBIGENE:1027	1
PUBCHEM.COMPOUND:778	NCBIGENE:1278	1
PUBCHEM.COMPOUND:778	NCBIGENE:1490	1
PUBCHEM.COMPOUND:778	NCBIGENE:2152	1
PUBCHEM.COMPOUND:778	NCBIGENE:22822	1
PUBCHEM.COMPOUND:778	NCBIGENE:338442	1
PUBCHEM.COMPOUND:778	NCBIGENE:3725	1
PUBCHEM.COMPOUND:778	NCBIGENE:4313	1
PUBCHEM.COMPOUND:778	NCBIGENE:4318	1
PUBCHEM.COMPOUND:778	NCBIGENE:4843	1
PUBCHEM.COMPOUND:778	NCBIGENE:5054	1
PUBCHEM.COMPOUND:778	NCBIGENE:6347	1
PUBCHEM.COMPOUND:778	NCBIGENE:6464	1
PUBCHEM.COMPOUND:778	NCBIGENE:6649	1
PUBCHEM.COMPOUND:778	NCBIGENE:7076	1
PUBCHEM.COMPOUND:778	NCBIGENE:729230	1
PUBCHEM.COMPOUND:778	NCBIGENE:7412	1
PUBCHEM.COMPOUND:778	NCBIGENE:7494	1
PUBCHEM.COMPOUND:778	NCBIGENE:1906	-1
PUBCHEM.COMPOUND:778	NCBIGENE:23576	-1
PUBCHEM.COMPOUND:778	NCBIGENE:2876	-1
PUBCHEM.COMPOUND:778	NCBIGENE:2902	-1
PUBCHEM.COMPOUND:778	NCBIGENE:302	-1
PUBCHEM.COMPOUND:778	NCBIGENE:335	-1
PUBCHEM.COMPOUND:778	NCBIGENE:4015	-1
PUBCHEM.COMPOUND:778	NCBIGENE:635	-1
PUBCHEM.COMPOUND:778	NCBIGENE:7450	-1
PUBCHEM.COMPOUND:778682	NCBIGENE:4843	1
PUBCHEM.COMPOUND:77918	NCBIGENE:9407	1
PUBCHEM.COMPOUND:77990	NCBIGENE:43	-1
PUBCHEM.COMPOUND:77990	NCBIGENE:590	-1
PUBCHEM.COMPOUND:77992	NCBIGENE:3351	1
PUBCHEM.COMPOUND:77992	NCBIGENE:3351	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3350	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3351	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3354	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3355	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3357	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3363	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3350	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3351	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3354	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3355	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3357	1
PUBCHEM.COMPOUND:77993	NCBIGENE:3363	1
PUBCHEM.COMPOUND:77997	NCBIGENE:3351	1
PUBCHEM.COMPOUND:77998	NCBIGENE:10135	1
PUBCHEM.COMPOUND:77998	NCBIGENE:10486	1
PUBCHEM.COMPOUND:77998	NCBIGENE:1050	1
PUBCHEM.COMPOUND:77998	NCBIGENE:1054	1
PUBCHEM.COMPOUND:77998	NCBIGENE:1672	1
PUBCHEM.COMPOUND:77998	NCBIGENE:181	1
PUBCHEM.COMPOUND:77998	NCBIGENE:1843	1
PUBCHEM.COMPOUND:77998	NCBIGENE:19	1
PUBCHEM.COMPOUND:77998	NCBIGENE:1910	1
PUBCHEM.COMPOUND:77998	NCBIGENE:2167	1
PUBCHEM.COMPOUND:77998	NCBIGENE:23411	1
PUBCHEM.COMPOUND:77998	NCBIGENE:2641	1
PUBCHEM.COMPOUND:77998	NCBIGENE:2695	1
PUBCHEM.COMPOUND:77998	NCBIGENE:2696	1
PUBCHEM.COMPOUND:77998	NCBIGENE:335	1
PUBCHEM.COMPOUND:77998	NCBIGENE:3484	1
PUBCHEM.COMPOUND:77998	NCBIGENE:3565	1
PUBCHEM.COMPOUND:77998	NCBIGENE:3586	1
PUBCHEM.COMPOUND:77998	NCBIGENE:3667	1
PUBCHEM.COMPOUND:77998	NCBIGENE:3952	1
PUBCHEM.COMPOUND:77998	NCBIGENE:4023	1
PUBCHEM.COMPOUND:77998	NCBIGENE:4846	1
PUBCHEM.COMPOUND:77998	NCBIGENE:488	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5105	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5106	1
PUBCHEM.COMPOUND:77998	NCBIGENE:51129	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5315	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5346	1
PUBCHEM.COMPOUND:77998	NCBIGENE:54205	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5444	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5468	1
PUBCHEM.COMPOUND:77998	NCBIGENE:56603	1
PUBCHEM.COMPOUND:77998	NCBIGENE:56729	1
PUBCHEM.COMPOUND:77998	NCBIGENE:57094	1
PUBCHEM.COMPOUND:77998	NCBIGENE:57104	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5728	1
PUBCHEM.COMPOUND:77998	NCBIGENE:5743	1
PUBCHEM.COMPOUND:77998	NCBIGENE:6446	1
PUBCHEM.COMPOUND:77998	NCBIGENE:6514	1
PUBCHEM.COMPOUND:77998	NCBIGENE:6517	1
PUBCHEM.COMPOUND:77998	NCBIGENE:6720	1
PUBCHEM.COMPOUND:77998	NCBIGENE:6770	1
PUBCHEM.COMPOUND:77998	NCBIGENE:7040	1
PUBCHEM.COMPOUND:77998	NCBIGENE:7157	1
PUBCHEM.COMPOUND:77998	NCBIGENE:7350	1
PUBCHEM.COMPOUND:77998	NCBIGENE:7351	1
PUBCHEM.COMPOUND:77998	NCBIGENE:7352	1
PUBCHEM.COMPOUND:77998	NCBIGENE:79602	1
PUBCHEM.COMPOUND:77998	NCBIGENE:84701	1
PUBCHEM.COMPOUND:77998	NCBIGENE:857	1
PUBCHEM.COMPOUND:77998	NCBIGENE:9429	1
PUBCHEM.COMPOUND:77998	NCBIGENE:949	1
PUBCHEM.COMPOUND:77998	NCBIGENE:950	1
PUBCHEM.COMPOUND:77998	NCBIGENE:10135	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:10468	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:10987	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:1385	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:1401	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:1490	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:1591	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:19	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:2182	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:3064	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:3479	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:3752	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:3952	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4087	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4312	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4313	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4318	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4323	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4324	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4843	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:4846	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:50507	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:5315	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:5468	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:56729	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:5743	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:5770	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:6347	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:6462	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:6772	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:7099	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:7157	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:836	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:929	-1
PUBCHEM.COMPOUND:77998	NCBIGENE:9332	-1
PUBCHEM.COMPOUND:78017	NCBIGENE:4780	1
PUBCHEM.COMPOUND:78017	NCBIGENE:10498	-1
PUBCHEM.COMPOUND:78057	NCBIGENE:8942	-1
PUBCHEM.COMPOUND:781	NCBIGENE:10898	-1
PUBCHEM.COMPOUND:781	NCBIGENE:4514	-1
PUBCHEM.COMPOUND:783	NCBIGENE:3162	1
PUBCHEM.COMPOUND:783	NCBIGENE:3972	1
PUBCHEM.COMPOUND:783	NCBIGENE:4647	1
PUBCHEM.COMPOUND:783	NCBIGENE:51284	1
PUBCHEM.COMPOUND:78357784	NCBIGENE:11073	1
PUBCHEM.COMPOUND:78357788	NCBIGENE:4170	-1
PUBCHEM.COMPOUND:784	NCBIGENE:10018	1
PUBCHEM.COMPOUND:784	NCBIGENE:10365	1
PUBCHEM.COMPOUND:784	NCBIGENE:10395	1
PUBCHEM.COMPOUND:784	NCBIGENE:10398	1
PUBCHEM.COMPOUND:784	NCBIGENE:10494	1
PUBCHEM.COMPOUND:784	NCBIGENE:1080	1
PUBCHEM.COMPOUND:784	NCBIGENE:10891	1
PUBCHEM.COMPOUND:784	NCBIGENE:112812	1
PUBCHEM.COMPOUND:784	NCBIGENE:1365	1
PUBCHEM.COMPOUND:784	NCBIGENE:142	1
PUBCHEM.COMPOUND:784	NCBIGENE:1448	1
PUBCHEM.COMPOUND:784	NCBIGENE:1543	1
PUBCHEM.COMPOUND:784	NCBIGENE:1544	1
PUBCHEM.COMPOUND:784	NCBIGENE:1559	1
PUBCHEM.COMPOUND:784	NCBIGENE:1565	1
PUBCHEM.COMPOUND:784	NCBIGENE:1576	1
PUBCHEM.COMPOUND:784	NCBIGENE:1579	1
PUBCHEM.COMPOUND:784	NCBIGENE:1636	1
PUBCHEM.COMPOUND:784	NCBIGENE:1839	1
PUBCHEM.COMPOUND:784	NCBIGENE:1843	1
PUBCHEM.COMPOUND:784	NCBIGENE:1901	1
PUBCHEM.COMPOUND:784	NCBIGENE:1950	1
PUBCHEM.COMPOUND:784	NCBIGENE:1956	1
PUBCHEM.COMPOUND:784	NCBIGENE:1994	1
PUBCHEM.COMPOUND:784	NCBIGENE:2057	1
PUBCHEM.COMPOUND:784	NCBIGENE:2064	1
PUBCHEM.COMPOUND:784	NCBIGENE:2113	1
PUBCHEM.COMPOUND:784	NCBIGENE:2152	1
PUBCHEM.COMPOUND:784	NCBIGENE:2237	1
PUBCHEM.COMPOUND:784	NCBIGENE:22822	1
PUBCHEM.COMPOUND:784	NCBIGENE:22933	1
PUBCHEM.COMPOUND:784	NCBIGENE:2308	1
PUBCHEM.COMPOUND:784	NCBIGENE:231	1
PUBCHEM.COMPOUND:784	NCBIGENE:23410	1
PUBCHEM.COMPOUND:784	NCBIGENE:2353	1
PUBCHEM.COMPOUND:784	NCBIGENE:23621	1
PUBCHEM.COMPOUND:784	NCBIGENE:2475	1
PUBCHEM.COMPOUND:784	NCBIGENE:2495	1
PUBCHEM.COMPOUND:784	NCBIGENE:2512	1
PUBCHEM.COMPOUND:784	NCBIGENE:2697	1
PUBCHEM.COMPOUND:784	NCBIGENE:27244	1
PUBCHEM.COMPOUND:784	NCBIGENE:2801	1
PUBCHEM.COMPOUND:784	NCBIGENE:280636	1
PUBCHEM.COMPOUND:784	NCBIGENE:2876	1
PUBCHEM.COMPOUND:784	NCBIGENE:2877	1
PUBCHEM.COMPOUND:784	NCBIGENE:3039	1
PUBCHEM.COMPOUND:784	NCBIGENE:3040	1
PUBCHEM.COMPOUND:784	NCBIGENE:3043	1
PUBCHEM.COMPOUND:784	NCBIGENE:3066	1
PUBCHEM.COMPOUND:784	NCBIGENE:308	1
PUBCHEM.COMPOUND:784	NCBIGENE:3082	1
PUBCHEM.COMPOUND:784	NCBIGENE:3162	1
PUBCHEM.COMPOUND:784	NCBIGENE:3383	1
PUBCHEM.COMPOUND:784	NCBIGENE:3479	1
PUBCHEM.COMPOUND:784	NCBIGENE:3486	1
PUBCHEM.COMPOUND:784	NCBIGENE:3551	1
PUBCHEM.COMPOUND:784	NCBIGENE:356	1
PUBCHEM.COMPOUND:784	NCBIGENE:3565	1
PUBCHEM.COMPOUND:784	NCBIGENE:3576	1
PUBCHEM.COMPOUND:784	NCBIGENE:3606	1
PUBCHEM.COMPOUND:784	NCBIGENE:3627	1
PUBCHEM.COMPOUND:784	NCBIGENE:3708	1
PUBCHEM.COMPOUND:784	NCBIGENE:3710	1
PUBCHEM.COMPOUND:784	NCBIGENE:3725	1
PUBCHEM.COMPOUND:784	NCBIGENE:3741	1
PUBCHEM.COMPOUND:784	NCBIGENE:3783	1
PUBCHEM.COMPOUND:784	NCBIGENE:3811	1
PUBCHEM.COMPOUND:784	NCBIGENE:4087	1
PUBCHEM.COMPOUND:784	NCBIGENE:4088	1
PUBCHEM.COMPOUND:784	NCBIGENE:4129	1
PUBCHEM.COMPOUND:784	NCBIGENE:4217	1
PUBCHEM.COMPOUND:784	NCBIGENE:4282	1
PUBCHEM.COMPOUND:784	NCBIGENE:4312	1
PUBCHEM.COMPOUND:784	NCBIGENE:4313	1
PUBCHEM.COMPOUND:784	NCBIGENE:4316	1
PUBCHEM.COMPOUND:784	NCBIGENE:4323	1
PUBCHEM.COMPOUND:784	NCBIGENE:4324	1
PUBCHEM.COMPOUND:784	NCBIGENE:467	1
PUBCHEM.COMPOUND:784	NCBIGENE:472	1
PUBCHEM.COMPOUND:784	NCBIGENE:4792	1
PUBCHEM.COMPOUND:784	NCBIGENE:48	1
PUBCHEM.COMPOUND:784	NCBIGENE:4803	1
PUBCHEM.COMPOUND:784	NCBIGENE:4843	1
PUBCHEM.COMPOUND:784	NCBIGENE:4846	1
PUBCHEM.COMPOUND:784	NCBIGENE:489	1
PUBCHEM.COMPOUND:784	NCBIGENE:4904	1
PUBCHEM.COMPOUND:784	NCBIGENE:4973	1
PUBCHEM.COMPOUND:784	NCBIGENE:50507	1
PUBCHEM.COMPOUND:784	NCBIGENE:5054	1
PUBCHEM.COMPOUND:784	NCBIGENE:51	1
PUBCHEM.COMPOUND:784	NCBIGENE:5230	1
PUBCHEM.COMPOUND:784	NCBIGENE:5328	1
PUBCHEM.COMPOUND:784	NCBIGENE:5335	1
PUBCHEM.COMPOUND:784	NCBIGENE:5366	1
PUBCHEM.COMPOUND:784	NCBIGENE:54205	1
PUBCHEM.COMPOUND:784	NCBIGENE:54822	1
PUBCHEM.COMPOUND:784	NCBIGENE:55074	1
PUBCHEM.COMPOUND:784	NCBIGENE:551	1
PUBCHEM.COMPOUND:784	NCBIGENE:55512	1
PUBCHEM.COMPOUND:784	NCBIGENE:5581	1
PUBCHEM.COMPOUND:784	NCBIGENE:5594	1
PUBCHEM.COMPOUND:784	NCBIGENE:5595	1
PUBCHEM.COMPOUND:784	NCBIGENE:5728	1
PUBCHEM.COMPOUND:784	NCBIGENE:5743	1
PUBCHEM.COMPOUND:784	NCBIGENE:5781	1
PUBCHEM.COMPOUND:784	NCBIGENE:5806	1
PUBCHEM.COMPOUND:784	NCBIGENE:581	1
PUBCHEM.COMPOUND:784	NCBIGENE:593	1
PUBCHEM.COMPOUND:784	NCBIGENE:5966	1
PUBCHEM.COMPOUND:784	NCBIGENE:5970	1
PUBCHEM.COMPOUND:784	NCBIGENE:598	1
PUBCHEM.COMPOUND:784	NCBIGENE:5997	1
PUBCHEM.COMPOUND:784	NCBIGENE:627	1
PUBCHEM.COMPOUND:784	NCBIGENE:6337	1
PUBCHEM.COMPOUND:784	NCBIGENE:6340	1
PUBCHEM.COMPOUND:784	NCBIGENE:6347	1
PUBCHEM.COMPOUND:784	NCBIGENE:6513	1
PUBCHEM.COMPOUND:784	NCBIGENE:653361	1
PUBCHEM.COMPOUND:784	NCBIGENE:6615	1
PUBCHEM.COMPOUND:784	NCBIGENE:6647	1
PUBCHEM.COMPOUND:784	NCBIGENE:6649	1
PUBCHEM.COMPOUND:784	NCBIGENE:6667	1
PUBCHEM.COMPOUND:784	NCBIGENE:6696	1
PUBCHEM.COMPOUND:784	NCBIGENE:6721	1
PUBCHEM.COMPOUND:784	NCBIGENE:6781	1
PUBCHEM.COMPOUND:784	NCBIGENE:6868	1
PUBCHEM.COMPOUND:784	NCBIGENE:7001	1
PUBCHEM.COMPOUND:784	NCBIGENE:7040	1
PUBCHEM.COMPOUND:784	NCBIGENE:7099	1
PUBCHEM.COMPOUND:784	NCBIGENE:7124	1
PUBCHEM.COMPOUND:784	NCBIGENE:7138	1
PUBCHEM.COMPOUND:784	NCBIGENE:7157	1
PUBCHEM.COMPOUND:784	NCBIGENE:7225	1
PUBCHEM.COMPOUND:784	NCBIGENE:7295	1
PUBCHEM.COMPOUND:784	NCBIGENE:7412	1
PUBCHEM.COMPOUND:784	NCBIGENE:801	1
PUBCHEM.COMPOUND:784	NCBIGENE:805	1
PUBCHEM.COMPOUND:784	NCBIGENE:808	1
PUBCHEM.COMPOUND:784	NCBIGENE:8128	1
PUBCHEM.COMPOUND:784	NCBIGENE:8292	1
PUBCHEM.COMPOUND:784	NCBIGENE:836	1
PUBCHEM.COMPOUND:784	NCBIGENE:83667	1
PUBCHEM.COMPOUND:784	NCBIGENE:842	1
PUBCHEM.COMPOUND:784	NCBIGENE:847	1
PUBCHEM.COMPOUND:784	NCBIGENE:8493	1
PUBCHEM.COMPOUND:784	NCBIGENE:8531	1
PUBCHEM.COMPOUND:784	NCBIGENE:857	1
PUBCHEM.COMPOUND:784	NCBIGENE:860	1
PUBCHEM.COMPOUND:784	NCBIGENE:8737	1
PUBCHEM.COMPOUND:784	NCBIGENE:8864	1
PUBCHEM.COMPOUND:784	NCBIGENE:892	1
PUBCHEM.COMPOUND:784	NCBIGENE:8989	1
PUBCHEM.COMPOUND:784	NCBIGENE:9261	1
PUBCHEM.COMPOUND:784	NCBIGENE:9314	1
PUBCHEM.COMPOUND:784	NCBIGENE:9407	1
PUBCHEM.COMPOUND:784	NCBIGENE:9451	1
PUBCHEM.COMPOUND:784	NCBIGENE:10869	-1
PUBCHEM.COMPOUND:784	NCBIGENE:11093	-1
PUBCHEM.COMPOUND:784	NCBIGENE:1277	-1
PUBCHEM.COMPOUND:784	NCBIGENE:1385	-1
PUBCHEM.COMPOUND:784	NCBIGENE:1543	-1
PUBCHEM.COMPOUND:784	NCBIGENE:156	-1
