source	target	edge_type
ncbigene:1452	ncbigene:94241	interacts
ncbigene:348995	ncbigene:8458	interacts
ncbigene:2254	ncbigene:51764	interacts
ncbigene:332	ncbigene:1584	interacts
ncbigene:6208	ncbigene:775	interacts
ncbigene:6256	ncbigene:390436	interacts
ncbigene:57630	ncbigene:18	interacts
ncbigene:6355	ncbigene:5296	interacts
pubchem.compound:5284616	ncbigene:59353	interacts
ncbigene:22803	ncbigene:28991	interacts
ncbigene:23332	ncbigene:4773	interacts
ncbigene:2950	ncbigene:3949	interacts
ncbigene:51077	ncbigene:5606	interacts
ncbigene:85480	ncbigene:26508	interacts
ncbigene:3576	ncbigene:5290	interacts
ncbigene:3918	ncbigene:2737	interacts
ncbigene:4296	ncbigene:2785	interacts
ncbigene:4067	ncbigene:5430	interacts
ncbigene:3170	ncbigene:146330	interacts
ncbigene:4991	ncbigene:81608	interacts
ncbigene:401992	ncbigene:29904	interacts
ncbigene:390431	ncbigene:9184	interacts
ncbigene:254879	ncbigene:55294	interacts
ncbigene:9883	ncbigene:27341	interacts
ncbigene:9241	ncbigene:6790	upregulates
ncbigene:121340	ncbigene:6169	interacts
ncbigene:54908	ncbigene:27250	interacts
pubchem.compound:4943	ncbigene:2782	interacts
ncbigene:5593	ncbigene:3845	interacts
ncbigene:59285	ncbigene:8877	interacts
ncbigene:4602	ncbigene:115290	interacts
ncbigene:123879	ncbigene:29899	interacts
ncbigene:10569	ncbigene:390265	interacts
ncbigene:254783	ncbigene:8737	interacts
ncbigene:996	ncbigene:23352	interacts
ncbigene:4615	ncbigene:5594	interacts
pubchem.compound:55245	ncbigene:26270	interacts
ncbigene:283617	ncbigene:6608	interacts
ncbigene:245973	ncbigene:1452	interacts
ncbigene:133	ncbigene:7005	interacts
ncbigene:5071	ncbigene:94239	interacts
ncbigene:5465	ncbigene:442910	interacts
ncbigene:5290	ncbigene:23511	interacts
ncbigene:83597	ncbigene:80339	interacts
ncbigene:4208	ncbigene:81565	interacts
ncbigene:5196	ncbigene:171558	interacts
ncbigene:1513	ncbigene:112476	interacts
ncbigene:9241	ncbigene:6232	interacts
ncbigene:23225	ncbigene:10959	interacts
ncbigene:4067	ncbigene:40	upregulates
ncbigene:55839	ncbigene:808	interacts
pubchem.compound:3151	ncbigene:23476	interacts
ncbigene:150684	ncbigene:673	interacts
ncbigene:378708	ncbigene:3597	upregulates
ncbigene:84128	ncbigene:6193	interacts
ncbigene:23122	ncbigene:4790	interacts
ncbigene:5576	ncbigene:4008	interacts
ncbigene:27244	ncbigene:406917	interacts
ncbigene:8850	ncbigene:3581	interacts
ncbigene:339122	ncbigene:29899	interacts
ncbigene:23112	ncbigene:5426	interacts
ncbigene:10762	ncbigene:4036	interacts
ncbigene:3326	ncbigene:156	interacts
ncbigene:8480	ncbigene:5347	interacts
ncbigene:2775	ncbigene:291	interacts
ncbigene:5532	ncbigene:84261	interacts
ncbigene:208	ncbigene:93611	interacts
ncbigene:5566	ncbigene:57007	interacts
ncbigene:115290	ncbigene:208	interacts
ncbigene:387	ncbigene:3726	interacts
ncbigene:6281	ncbigene:1439	interacts
ncbigene:9241	ncbigene:10038	interacts
ncbigene:23279	ncbigene:3112	interacts
ncbigene:79473	ncbigene:5340	interacts
ncbigene:9175	ncbigene:3265	interacts
ncbigene:5598	ncbigene:57644	interacts
ncbigene:1994	ncbigene:56896	interacts
ncbigene:5777	ncbigene:7408	interacts
ncbigene:129401	ncbigene:100526739	interacts
ncbigene:10498	ncbigene:84321	interacts
ncbigene:920	ncbigene:345	interacts
ncbigene:83597	ncbigene:10663	interacts
ncbigene:51308	ncbigene:25909	interacts
ncbigene:390199	ncbigene:5515	interacts
ncbigene:4052	ncbigene:156	interacts
ncbigene:1147	ncbigene:2918	interacts
ncbigene:79902	ncbigene:7035	interacts
ncbigene:57405	ncbigene:50833	downregulates
ncbigene:64764	ncbigene:2776	upregulates
ncbigene:132112	ncbigene:1770	interacts
ncbigene:784	ncbigene:6091	interacts
ncbigene:91807	ncbigene:6772	interacts
ncbigene:1616	ncbigene:5900	interacts
ncbigene:3586	ncbigene:7157	interacts
ncbigene:57413	ncbigene:3760	interacts
ncbigene:3952	ncbigene:2792	interacts
ncbigene:5579	ncbigene:6300	interacts
ncbigene:2782	ncbigene:6229	interacts
ncbigene:3630	ncbigene:6135	interacts
ncbigene:467	ncbigene:4609	interacts
ncbigene:3630	ncbigene:10762	interacts
ncbigene:3663	ncbigene:6925	interacts
ncbigene:51806	ncbigene:6429	interacts
ncbigene:7323	ncbigene:7184	interacts
ncbigene:4089	ncbigene:5747	interacts
ncbigene:3716	ncbigene:6300	interacts
ncbigene:9429	ncbigene:57118	interacts
ncbigene:5580	ncbigene:4919	interacts
ncbigene:57506	ncbigene:90673	interacts
ncbigene:6750	ncbigene:84557	interacts
ncbigene:10724	ncbigene:441933	interacts
ncbigene:2911	ncbigene:390148	interacts
ncbigene:7020	ncbigene:23194	interacts
ncbigene:9564	ncbigene:5529	interacts
ncbigene:3570	ncbigene:3440	interacts
ncbigene:283110	ncbigene:50506	interacts
ncbigene:11130	ncbigene:7350	interacts
ncbigene:9730	ncbigene:1060	interacts
ncbigene:9212	ncbigene:55294	interacts
ncbigene:3440	ncbigene:1017	interacts
ncbigene:6907	ncbigene:57559	interacts
ncbigene:10200	ncbigene:5430	interacts
ncbigene:55055	ncbigene:3112	interacts
ncbigene:7161	ncbigene:3643	interacts
ncbigene:5966	ncbigene:287	interacts
ncbigene:221035	ncbigene:283189	interacts
ncbigene:2185	ncbigene:6339	interacts
ncbigene:5608	ncbigene:23636	interacts
ncbigene:7482	ncbigene:4087	interacts
ncbigene:114	ncbigene:2491	interacts
ncbigene:6750	ncbigene:54925	interacts
ncbigene:86	ncbigene:57677	interacts
ncbigene:6772	ncbigene:1438	interacts
ncbigene:2688	ncbigene:390439	downregulates
ncbigene:3460	ncbigene:1576	interacts
ncbigene:6927	ncbigene:11091	interacts
ncbigene:6929	ncbigene:240	interacts
ncbigene:23421	ncbigene:1133	interacts
pubchem.compound:5280453	ncbigene:6323	interacts
ncbigene:4087	ncbigene:5159	downregulates
ncbigene:9314	ncbigene:222235	interacts
ncbigene:9241	ncbigene:23414	interacts
ncbigene:5578	ncbigene:127074	interacts
ncbigene:54165	ncbigene:6714	interacts
ncbigene:8795	ncbigene:93611	interacts
ncbigene:3725	ncbigene:2963	interacts
ncbigene:2305	ncbigene:1147	interacts
ncbigene:8178	ncbigene:3984	downregulates
ncbigene:268	ncbigene:4343	interacts
ncbigene:80346	ncbigene:2829	interacts
ncbigene:6347	ncbigene:156	interacts
ncbigene:5567	ncbigene:4173	interacts
pubchem.compound:448537	ncbigene:10762	interacts
ncbigene:51764	ncbigene:219875	interacts
ncbigene:7161	ncbigene:5567	interacts
ncbigene:54908	ncbigene:10663	interacts
ncbigene:1453	ncbigene:4040	interacts
ncbigene:4790	ncbigene:5770	downregulates
ncbigene:65055	ncbigene:9957	upregulates
ncbigene:5600	ncbigene:22794	interacts
ncbigene:392376	ncbigene:2885	interacts
ncbigene:55294	ncbigene:7077	interacts
pubchem.compound:448537	ncbigene:148198	interacts
ncbigene:2251	ncbigene:26538	interacts
ncbigene:441933	ncbigene:390437	interacts
ncbigene:2249	ncbigene:2774	interacts
ncbigene:1019	ncbigene:3178	interacts
ncbigene:5603	ncbigene:3190	downregulates
ncbigene:2155	ncbigene:23122	interacts
ncbigene:131873	ncbigene:3569	interacts
ncbigene:6929	ncbigene:7040	interacts
ncbigene:5515	ncbigene:822	interacts
ncbigene:1781	ncbigene:3563	interacts
ncbigene:11035	ncbigene:7643	interacts
ncbigene:57551	ncbigene:8334	interacts
pubchem.compound:3121	ncbigene:1062	interacts
ncbigene:401541	ncbigene:5834	interacts
ncbigene:3576	ncbigene:3048	interacts
ncbigene:2309	ncbigene:5434	interacts
pubchem.compound:702	ncbigene:317	interacts
ncbigene:51308	ncbigene:9482	interacts
ncbigene:157	ncbigene:3791	interacts
ncbigene:9241	ncbigene:2916	interacts
ncbigene:3175	ncbigene:1050	interacts
ncbigene:4602	ncbigene:157	interacts
ncbigene:861	ncbigene:23194	interacts
pubchem.compound:6013	ncbigene:5879	interacts
pubchem.compound:2554	ncbigene:4893	interacts
ncbigene:27330	ncbigene:2048	interacts
ncbigene:7004	ncbigene:5528	interacts
ncbigene:4297	ncbigene:7056	interacts
ncbigene:5465	ncbigene:839	interacts
ncbigene:5903	ncbigene:3588	interacts
ncbigene:56832	ncbigene:2247	interacts
ncbigene:3910	ncbigene:7102	interacts
ncbigene:3574	ncbigene:6249	interacts
ncbigene:1869	ncbigene:5601	interacts
ncbigene:3446	ncbigene:9775	interacts
ncbigene:10855	ncbigene:3579	interacts
ncbigene:3630	ncbigene:53358	interacts
pubchem.compound:145068	ncbigene:51143	downregulates
ncbigene:993	ncbigene:6464	interacts
ncbigene:50674	ncbigene:90993	interacts
ncbigene:6196	ncbigene:5564	interacts
pubchem.compound:24826799	ncbigene:29899	interacts
ncbigene:2099	ncbigene:22919	interacts
ncbigene:983	ncbigene:55127	interacts
pubchem.compound:5282379	ncbigene:7852	interacts
ncbigene:5600	ncbigene:6237	interacts
ncbigene:6597	ncbigene:408	interacts
ncbigene:6197	ncbigene:83540	interacts
ncbigene:653166	ncbigene:3002	interacts
ncbigene:79159	ncbigene:1908	interacts
ncbigene:6927	ncbigene:9656	interacts
ncbigene:65055	ncbigene:9869	interacts
ncbigene:27341	ncbigene:10458	interacts
ncbigene:5290	ncbigene:1135	interacts
ncbigene:4778	ncbigene:3956	interacts
ncbigene:7316	ncbigene:359	interacts
ncbigene:6229	ncbigene:3953	interacts
pubchem.compound:3715	ncbigene:1441	interacts
ncbigene:9241	ncbigene:948	interacts
ncbigene:8454	ncbigene:4790	interacts
ncbigene:23225	ncbigene:23118	interacts
pubchem.compound:3478	ncbigene:11004	interacts
ncbigene:6229	ncbigene:8970	interacts
ncbigene:9252	ncbigene:10803	interacts
ncbigene:7124	ncbigene:432	interacts
ncbigene:401663	ncbigene:54331	interacts
ncbigene:6688	ncbigene:23014	interacts
ncbigene:221035	ncbigene:2932	interacts
ncbigene:81285	ncbigene:5371	interacts
ncbigene:4303	ncbigene:51362	interacts
ncbigene:2869	ncbigene:5720	interacts
ncbigene:65055	ncbigene:401541	interacts
ncbigene:7027	ncbigene:9136	interacts
ncbigene:81027	ncbigene:26508	interacts
ncbigene:1781	ncbigene:2215	interacts
ncbigene:5566	ncbigene:84961	interacts
ncbigene:7157	ncbigene:1869	interacts
ncbigene:9241	ncbigene:6165	interacts
ncbigene:51176	ncbigene:3363	interacts
ncbigene:6783	ncbigene:8345	interacts
ncbigene:1385	ncbigene:1244	interacts
ncbigene:2908	ncbigene:5294	interacts
ncbigene:3576	ncbigene:5606	interacts
ncbigene:991	ncbigene:1956	interacts
ncbigene:2535	ncbigene:84324	interacts
ncbigene:6352	ncbigene:406913	interacts
ncbigene:3667	ncbigene:2977	downregulates
ncbigene:5747	ncbigene:81168	interacts
pubchem.compound:6230	ncbigene:11200	interacts
ncbigene:3172	ncbigene:2263	interacts
pubchem.compound:5770	ncbigene:3175	interacts
ncbigene:4633	ncbigene:2280	upregulates
ncbigene:2893	ncbigene:192669	interacts
ncbigene:6775	ncbigene:7168	interacts
ncbigene:5432	ncbigene:26190	interacts
ncbigene:3297	ncbigene:1495	interacts
ncbigene:441669	ncbigene:53981	interacts
ncbigene:56975	ncbigene:699	interacts
ncbigene:50840	ncbigene:9699	interacts
ncbigene:6207	ncbigene:7428	interacts
ncbigene:6323	ncbigene:3597	interacts
ncbigene:81470	ncbigene:378708	interacts
ncbigene:138805	ncbigene:3586	interacts
ncbigene:51176	ncbigene:1111	interacts
ncbigene:3725	ncbigene:2788	interacts
ncbigene:2782	ncbigene:9886	interacts
ncbigene:81448	ncbigene:5571	interacts
ncbigene:10890	ncbigene:332	interacts
ncbigene:4772	ncbigene:917	interacts
ncbigene:80152	ncbigene:5565	interacts
ncbigene:26190	ncbigene:3559	interacts
ncbigene:5580	ncbigene:2811	interacts
ncbigene:5515	ncbigene:8487	interacts
ncbigene:27327	ncbigene:775	interacts
ncbigene:1027	ncbigene:2491	interacts
ncbigene:5568	ncbigene:407032	interacts
ncbigene:2099	ncbigene:8905	interacts
ncbigene:5602	ncbigene:8503	interacts
ncbigene:84289	ncbigene:92856	interacts
ncbigene:2912	ncbigene:26270	interacts
ncbigene:111	ncbigene:388372	interacts
ncbigene:80346	ncbigene:4593	interacts
ncbigene:9477	ncbigene:5566	interacts
ncbigene:5394	ncbigene:3551	interacts
ncbigene:3630	ncbigene:269	interacts
ncbigene:7416	ncbigene:7549	interacts
ncbigene:8644	ncbigene:219477	interacts
ncbigene:138802	ncbigene:8379	interacts
ncbigene:5566	ncbigene:4879	interacts
ncbigene:65055	ncbigene:5194	interacts
ncbigene:83540	ncbigene:1739	interacts
ncbigene:6667	ncbigene:79019	interacts
ncbigene:6657	ncbigene:3326	interacts
ncbigene:1071	ncbigene:84643	interacts
ncbigene:9040	ncbigene:336	interacts
ncbigene:138883	ncbigene:54165	interacts
ncbigene:701	ncbigene:163255	interacts
ncbigene:816	ncbigene:51102	interacts
ncbigene:117579	ncbigene:57405	interacts
ncbigene:285093	ncbigene:826	interacts
ncbigene:4735	ncbigene:4303	interacts
ncbigene:8554	ncbigene:1111	interacts
ncbigene:6233	ncbigene:54820	interacts
ncbigene:5433	ncbigene:8569	interacts
ncbigene:1857	ncbigene:5595	interacts
ncbigene:51176	ncbigene:2057	interacts
ncbigene:23054	ncbigene:25937	interacts
ncbigene:7528	ncbigene:695	interacts
ncbigene:92421	ncbigene:8732	interacts
ncbigene:3630	ncbigene:1268	interacts
ncbigene:3170	ncbigene:5608	interacts
ncbigene:5592	ncbigene:2788	interacts
ncbigene:26232	ncbigene:93611	upregulates
ncbigene:5581	ncbigene:54951	interacts
ncbigene:65055	ncbigene:4842	interacts
ncbigene:25936	ncbigene:3762	interacts
ncbigene:5605	ncbigene:9183	interacts
ncbigene:10393	ncbigene:84911	interacts
ncbigene:55143	ncbigene:23533	interacts
ncbigene:221035	ncbigene:5908	interacts
ncbigene:84259	ncbigene:699	interacts
ncbigene:1978	ncbigene:5743	interacts
ncbigene:10498	ncbigene:3685	interacts
ncbigene:7020	ncbigene:140679	interacts
ncbigene:2309	ncbigene:149951	interacts
ncbigene:4891	ncbigene:2885	interacts
ncbigene:9021	ncbigene:79902	interacts
ncbigene:2100	ncbigene:731	interacts
ncbigene:23054	ncbigene:3350	interacts
ncbigene:79339	ncbigene:1956	interacts
ncbigene:3991	ncbigene:2168	interacts
ncbigene:4261	ncbigene:51122	interacts
ncbigene:2280	ncbigene:123016	interacts
ncbigene:27040	ncbigene:1235	interacts
ncbigene:9232	ncbigene:3568	interacts
ncbigene:10724	ncbigene:8900	interacts
ncbigene:6374	ncbigene:79050	interacts
ncbigene:5903	ncbigene:4322	interacts
ncbigene:5732	ncbigene:7852	interacts
pubchem.compound:5280723	ncbigene:6878	interacts
ncbigene:3320	ncbigene:23421	interacts
ncbigene:815	ncbigene:409	interacts
ncbigene:7905	ncbigene:3017	interacts
ncbigene:3356	ncbigene:4843	interacts
ncbigene:79980	ncbigene:54850	interacts
ncbigene:9965	ncbigene:2624	interacts
ncbigene:80346	ncbigene:114112	interacts
ncbigene:5889	ncbigene:79019	interacts
ncbigene:55208	ncbigene:3601	interacts
ncbigene:356	ncbigene:8877	interacts
ncbigene:196335	ncbigene:5894	interacts
ncbigene:4763	ncbigene:255626	interacts
ncbigene:3480	ncbigene:7852	interacts
ncbigene:80776	ncbigene:5601	interacts
ncbigene:9365	ncbigene:2785	interacts
ncbigene:344892	ncbigene:3557	interacts
ncbigene:4233	ncbigene:5265	interacts
ncbigene:84643	ncbigene:2775	interacts
ncbigene:816	ncbigene:27327	interacts
ncbigene:3600	ncbigene:3558	interacts
ncbigene:818	ncbigene:5983	interacts
ncbigene:6720	ncbigene:5582	interacts
ncbigene:1499	ncbigene:6502	interacts
ncbigene:4776	ncbigene:6237	interacts
ncbigene:841	ncbigene:26523	interacts
ncbigene:5604	ncbigene:6233	interacts
ncbigene:23421	ncbigene:2249	interacts
ncbigene:88745	ncbigene:3170	interacts
ncbigene:5335	ncbigene:84128	interacts
ncbigene:6118	ncbigene:6654	interacts
ncbigene:390439	ncbigene:51	interacts
ncbigene:759	ncbigene:5881	interacts
ncbigene:1943	ncbigene:5518	interacts
ncbigene:9241	ncbigene:4899	interacts
ncbigene:4720	ncbigene:3717	interacts
ncbigene:5118	ncbigene:2033	interacts
ncbigene:6714	ncbigene:4659	interacts
ncbigene:4047	ncbigene:2788	interacts
ncbigene:2885	ncbigene:127833	downregulates
ncbigene:3446	ncbigene:64388	interacts
ncbigene:26268	ncbigene:92856	interacts
ncbigene:26659	ncbigene:5176	interacts
ncbigene:801	ncbigene:64805	interacts
ncbigene:4772	ncbigene:51725	interacts
ncbigene:285093	ncbigene:6688	interacts
ncbigene:1363	ncbigene:4023	interacts
ncbigene:5465	ncbigene:26648	interacts
ncbigene:6118	ncbigene:9025	interacts
ncbigene:55766	ncbigene:3486	interacts
ncbigene:5567	ncbigene:2252	interacts
ncbigene:1105	ncbigene:8826	interacts
ncbigene:1946	ncbigene:57082	interacts
ncbigene:64105	ncbigene:5566	interacts
ncbigene:8454	ncbigene:2774	interacts
ncbigene:5566	ncbigene:79791	interacts
ncbigene:5525	ncbigene:699	downregulates
ncbigene:4613	ncbigene:23279	interacts
ncbigene:775	ncbigene:3552	downregulates
ncbigene:27040	ncbigene:51564	interacts
ncbigene:351	ncbigene:5568	interacts
ncbigene:116	ncbigene:1815	interacts
ncbigene:5042	ncbigene:1237	interacts
ncbigene:387	ncbigene:10557	interacts
ncbigene:10062	ncbigene:7473	interacts
pubchem.compound:5280343	ncbigene:22885	interacts
ncbigene:55437	ncbigene:3357	interacts
ncbigene:4927	ncbigene:51167	interacts
ncbigene:9468	ncbigene:51764	interacts
ncbigene:56154	ncbigene:81930	interacts
ncbigene:80346	ncbigene:720	interacts
ncbigene:25909	ncbigene:6505	interacts
ncbigene:23586	ncbigene:2729	interacts
ncbigene:29101	ncbigene:998	interacts
ncbigene:9757	ncbigene:5523	interacts
ncbigene:51561	ncbigene:85236	interacts
ncbigene:23279	ncbigene:7849	interacts
ncbigene:5292	ncbigene:5568	interacts
ncbigene:9212	ncbigene:3845	interacts
ncbigene:1997	ncbigene:10788	interacts
ncbigene:2033	ncbigene:23220	interacts
ncbigene:9241	ncbigene:9184	interacts
pubchem.compound:3488	ncbigene:7124	interacts
ncbigene:150684	ncbigene:26689	interacts
ncbigene:7157	ncbigene:5295	interacts
ncbigene:7421	ncbigene:4040	interacts
ncbigene:3690	ncbigene:11004	interacts
ncbigene:26270	ncbigene:5566	interacts
ncbigene:7480	ncbigene:6430	interacts
ncbigene:119749	ncbigene:6041	interacts
ncbigene:6773	ncbigene:4055	interacts
ncbigene:466	ncbigene:4914	interacts
ncbigene:1783	ncbigene:2792	interacts
ncbigene:776	ncbigene:51129	interacts
ncbigene:8021	ncbigene:3662	interacts
ncbigene:79923	ncbigene:5609	interacts
ncbigene:2491	ncbigene:5784	downregulates
ncbigene:3791	ncbigene:5599	interacts
ncbigene:2908	ncbigene:2322	interacts
ncbigene:5788	ncbigene:79172	interacts
ncbigene:2787	ncbigene:3791	interacts
ncbigene:6357	ncbigene:1962	interacts
ncbigene:7421	ncbigene:814	interacts
ncbigene:2653	ncbigene:8331	interacts
ncbigene:1780	ncbigene:79833	interacts
ncbigene:390037	ncbigene:6726	interacts
ncbigene:3630	ncbigene:9846	interacts
ncbigene:9241	ncbigene:11337	interacts
ncbigene:7124	ncbigene:8655	interacts
ncbigene:55920	ncbigene:2213	interacts
ncbigene:4915	ncbigene:2064	interacts
ncbigene:3630	ncbigene:144699	interacts
ncbigene:5008	ncbigene:1385	interacts
ncbigene:4040	ncbigene:2247	interacts
ncbigene:403257	ncbigene:8837	interacts
ncbigene:2911	ncbigene:23421	interacts
ncbigene:1499	ncbigene:53632	interacts
ncbigene:1908	ncbigene:144195	interacts
ncbigene:5728	ncbigene:9612	interacts
ncbigene:983	ncbigene:7124	interacts
ncbigene:29893	ncbigene:156	interacts
ncbigene:9063	ncbigene:2162	interacts
ncbigene:441639	ncbigene:730051	interacts
ncbigene:51807	ncbigene:409	interacts
ncbigene:1398	ncbigene:146330	interacts
ncbigene:4802	ncbigene:5567	interacts
ncbigene:5566	ncbigene:79065	interacts
ncbigene:9839	ncbigene:7005	interacts
ncbigene:9241	ncbigene:23142	interacts
ncbigene:3445	ncbigene:899	interacts
ncbigene:904	ncbigene:1956	interacts
ncbigene:240	ncbigene:57171	interacts
ncbigene:60	ncbigene:160851	interacts
pubchem.compound:445643	ncbigene:3178	interacts
ncbigene:5562	ncbigene:7478	upregulates
ncbigene:282617	ncbigene:26190	interacts
ncbigene:120796	ncbigene:406942	interacts
ncbigene:7253	ncbigene:6774	interacts
ncbigene:4801	ncbigene:55770	interacts
ncbigene:9241	ncbigene:4982	interacts
ncbigene:2869	ncbigene:219858	interacts
ncbigene:4215	ncbigene:10403	interacts
pubchem.compound:702	ncbigene:219965	interacts
ncbigene:5336	ncbigene:3908	interacts
ncbigene:282763	ncbigene:1232	interacts
ncbigene:1910	ncbigene:9793	interacts
ncbigene:59345	ncbigene:673	interacts
ncbigene:598	ncbigene:115509	interacts
ncbigene:1063	ncbigene:5518	interacts
ncbigene:150726	ncbigene:55336	interacts
ncbigene:4214	ncbigene:81448	interacts
ncbigene:440153	ncbigene:2248	interacts
ncbigene:4515	ncbigene:2773	interacts
ncbigene:5020	ncbigene:9183	interacts
ncbigene:64105	ncbigene:10891	interacts
ncbigene:2056	ncbigene:2212	interacts
ncbigene:64105	ncbigene:208	interacts
ncbigene:2100	ncbigene:143	interacts
ncbigene:80205	ncbigene:79791	interacts
ncbigene:6667	ncbigene:5617	interacts
ncbigene:138803	ncbigene:6232	interacts
ncbigene:578	ncbigene:183	interacts
ncbigene:1432	ncbigene:5290	interacts
ncbigene:9429	ncbigene:29099	interacts
pubchem.compound:2796	ncbigene:4609	interacts
ncbigene:6591	ncbigene:5526	interacts
ncbigene:9241	ncbigene:2817	interacts
ncbigene:3915	ncbigene:5515	interacts
pubchem.compound:4171	ncbigene:409	interacts
ncbigene:28991	ncbigene:285231	interacts
ncbigene:2048	ncbigene:57551	interacts
ncbigene:390197	ncbigene:4626	interacts
ncbigene:341416	ncbigene:3981	interacts
ncbigene:55746	ncbigene:81442	interacts
ncbigene:2952	ncbigene:5501	interacts
ncbigene:55839	ncbigene:991	interacts
ncbigene:79019	ncbigene:57818	interacts
ncbigene:1950	ncbigene:4985	interacts
ncbigene:113	ncbigene:25	interacts
ncbigene:208	ncbigene:6256	interacts
ncbigene:6714	ncbigene:148	downregulates
ncbigene:5594	ncbigene:150726	interacts
pubchem.compound:448537	ncbigene:9536	interacts
ncbigene:1524	ncbigene:26267	interacts
ncbigene:54939	ncbigene:163688	interacts
pubchem.compound:3386	ncbigene:23279	interacts
ncbigene:3440	ncbigene:7358	interacts
ncbigene:6300	ncbigene:51764	interacts
pubchem.compound:12560	ncbigene:5437	interacts
ncbigene:54620	ncbigene:1875	interacts
ncbigene:285093	ncbigene:114907	downregulates
ncbigene:9212	ncbigene:55215	interacts
ncbigene:1778	ncbigene:729230	interacts
ncbigene:3337	ncbigene:1271	interacts
ncbigene:486	ncbigene:220134	interacts
ncbigene:3576	ncbigene:1111	downregulates
ncbigene:1050	ncbigene:111	interacts
ncbigene:5255	ncbigene:4139	interacts
ncbigene:26234	ncbigene:51118	interacts
ncbigene:9630	ncbigene:5529	interacts
ncbigene:2770	ncbigene:7329	interacts
ncbigene:6774	ncbigene:3718	interacts
ncbigene:64946	ncbigene:474382	interacts
ncbigene:91807	ncbigene:6777	interacts
ncbigene:441925	ncbigene:2971	interacts
ncbigene:23279	ncbigene:183	interacts
ncbigene:5347	ncbigene:1111	interacts
ncbigene:22926	ncbigene:3358	interacts
ncbigene:3198	ncbigene:8737	interacts
ncbigene:3630	ncbigene:6775	interacts
ncbigene:472	ncbigene:2785	interacts
ncbigene:5080	ncbigene:5568	interacts
ncbigene:254973	ncbigene:83540	interacts
ncbigene:6929	ncbigene:6446	interacts
ncbigene:441669	ncbigene:2782	interacts
ncbigene:2787	ncbigene:94	interacts
ncbigene:1297	ncbigene:23412	interacts
ncbigene:6667	ncbigene:26270	interacts
ncbigene:7528	ncbigene:387	interacts
ncbigene:1029	ncbigene:1780	interacts
ncbigene:5867	ncbigene:1509	interacts
ncbigene:6667	ncbigene:1278	interacts
ncbigene:5590	ncbigene:2788	interacts
ncbigene:11317	ncbigene:80204	interacts
ncbigene:5394	ncbigene:5567	interacts
ncbigene:1457	ncbigene:2641	interacts
ncbigene:1436	ncbigene:1027	interacts
ncbigene:2280	ncbigene:2782	interacts
ncbigene:3619	ncbigene:119678	interacts
ncbigene:54850	ncbigene:6750	interacts
ncbigene:83597	ncbigene:4194	interacts
ncbigene:351	ncbigene:28234	interacts
ncbigene:2263	ncbigene:3300	interacts
ncbigene:5071	ncbigene:25936	interacts
ncbigene:285	ncbigene:341152	interacts
ncbigene:3449	ncbigene:2788	interacts
ncbigene:2688	ncbigene:59345	interacts
ncbigene:51176	ncbigene:3567	interacts
ncbigene:10379	ncbigene:4791	interacts
ncbigene:3339	ncbigene:3554	interacts
ncbigene:5465	ncbigene:6500	downregulates
ncbigene:5293	ncbigene:1781	interacts
ncbigene:3827	ncbigene:3760	interacts
ncbigene:116379	ncbigene:60	interacts
ncbigene:2308	ncbigene:6777	interacts
ncbigene:55208	ncbigene:2033	interacts
pubchem.compound:2797	ncbigene:5810	interacts
ncbigene:701	ncbigene:5836	interacts
ncbigene:83540	ncbigene:4179	interacts
ncbigene:27102	ncbigene:406991	interacts
ncbigene:23160	ncbigene:55336	interacts
ncbigene:151648	ncbigene:10818	interacts
ncbigene:7791	ncbigene:729230	interacts
ncbigene:728929	ncbigene:5743	interacts
ncbigene:22794	ncbigene:79019	interacts
ncbigene:3172	ncbigene:3619	interacts
ncbigene:5879	ncbigene:9793	interacts
ncbigene:84643	ncbigene:5321	interacts
ncbigene:6809	ncbigene:4352	interacts
ncbigene:2065	ncbigene:6692	downregulates
ncbigene:1781	ncbigene:5338	interacts
ncbigene:10163	ncbigene:6249	interacts
pubchem.compound:145068	ncbigene:440515	interacts
ncbigene:10000	ncbigene:2833	interacts
ncbigene:1909	ncbigene:5566	downregulates
ncbigene:1816	ncbigene:4772	interacts
ncbigene:4899	ncbigene:1440	interacts
ncbigene:6095	ncbigene:4023	interacts
ncbigene:4306	ncbigene:10488	interacts
ncbigene:5777	ncbigene:157	interacts
ncbigene:220134	ncbigene:23586	interacts
ncbigene:282618	ncbigene:84699	interacts
ncbigene:808	ncbigene:81930	interacts
ncbigene:6234	ncbigene:2263	interacts
ncbigene:5894	ncbigene:5777	interacts
ncbigene:8517	ncbigene:6423	interacts
ncbigene:57591	ncbigene:7128	interacts
ncbigene:51308	ncbigene:11140	interacts
ncbigene:3630	ncbigene:53371	interacts
ncbigene:84135	ncbigene:5599	interacts
ncbigene:5528	ncbigene:3718	interacts
ncbigene:1387	ncbigene:7423	interacts
ncbigene:1759	ncbigene:3265	interacts
ncbigene:6714	ncbigene:84259	interacts
ncbigene:26529	ncbigene:10980	interacts
ncbigene:80346	ncbigene:3765	interacts
ncbigene:2737	ncbigene:2321	interacts
ncbigene:26190	ncbigene:25759	interacts
ncbigene:2491	ncbigene:5795	interacts
ncbigene:390058	ncbigene:3017	interacts
ncbigene:127124	ncbigene:6776	interacts
ncbigene:83597	ncbigene:3600	interacts
ncbigene:9241	ncbigene:5294	interacts
ncbigene:64105	ncbigene:5805	interacts
